ID,TypeOfData,Periods,Total_1,GrossDomesticProduct_2,Total_3,ImportsOfGoods_4,ImportsOfServices_5,Total_6,Total_7,Total_8,HouseholdsIncludingNPISHs_9,GeneralGovernment_10,Total_11,EnterprisesAndHouseholds_12,GeneralGovernment_13,ChangesInInventoriesInclValuables_14,Total_15,ExportsOfGoods_16,ExportsOfServices_17,Total_18,Total_19,AAgricultureForestryAndFishing_20,Total_21,BMiningAndQuarrying_22,Total_23,k_1012ManufactureOfFoodAndBeverages_24,k_1315ManOfTextileLeatherProducts_25,k_1618ManWoodAndPaperprodPrinting_26,k_19ManufactureOfCokeAndPetroleum_27,k_2021ChemistryAndPharmaceuticals_28,k_2223ManPlasticsAndConstructionprod_29,k_2425ManOfBasicMetalsAndProducts_30,k_2627ElectricalAndElectronIndustry_31,k_28ManufactureOfMachineryNEC_32,k_2930TransportEquipment_33,k_3133OtherManufacturingAndRepair_34,DElectricityAndGasSupply_35,EWaterSupplyAndWasteManagement_36,FConstruction_37,Total_38,Total_39,GWholesaleAndRetailTrade_40,HTransportationAndStorage_41,IAccommodationAndFoodServing_42,JInformationAndCommunication_43,KFinancialInstitutions_44,LRentingBuyingSellingRealEstate_45,Total_46,MOtherSpecializedBusinessServices_47,Total_48,k_77RentingAndLeasingOfTangibleGoods_49,k_78EmploymentActivities_50,k_79TravelAgenciesTourOperatorsEtc_51,k_8082SecurityAndOtherServices_52,Total_53,Total_54,Total_55,OPublicAdministrationAndServices_56,PEducation_57,QHealthAndSocialWorkActivities_58,RUCultureRecreationOtherServices_59,TaxesLessSubsidiesOnProducts_60,TaxesOnProducts_61,SubsidiesOnProducts_62,GrossDomesticProduct_63,CompensationOfEmployees_64,NetOperatingSurplus_65,TaxesLessSubsidies_66,TaxesOnProductionAndImports_67,SubsidiesOnProductionAndImports_68,NetDomesticProductMarketPrices_69,ConsumptionOfFixedCapital_70,GrossDomesticProduct_71,GrossDomesticProduct_72,NetPrimaryIncomeFromRestOfWorld_73,PrimaryIncomeFromRestOfWorld_74,PrimaryIncomePaidToRestOfWorld_75,GrossNationalIncome_76,NetCurrentTransfersFromRestOfWorld_77,CurrentTransfersFromRestOfWorld_78,CurrentTransfersPaidToRestOfWorld_79,GrossDisposableNationalIncome_80,FinalConsumptionExpenditure_81,AdjustmChangeInPensionEntitlements_82,GrossNationalSavings_83,GrossCapitalFormation_84,SurplusOfTheNationOnIncome_85,NetExportsOfGoods_86,NetExportsOfServices_87,NetPrimaryIncomeFromRestOfWorld_88,NetCurrentTransfersFromRestOfWorld_89,AdjustmChangeInPensionEntitlements_90,SurplusOfNationOnCurrentTransaction_91,NetCapitalTransfersFromRestOfWorld_92,NetCapitalTransfersFromRestOfWorld_93,CapitalTransfersPaidToRestOfWorld_94,AcqLessDisposalsOfNonProdAssets_95,NationalNetLendingOrNetBorrowing_96,TotalFinalConsumptionExpenditure_97,Total_98,Total_99,Total_100,FoodProducts_101,BeveragesAndTobaccoProducts_102,Total_103,TextilesAndWearingApparel_104,ShoesLeatherAndRelatedProducts_105,HomeFurnishingAndHomeDecoration_106,ElectricalEquipment_107,TransportEquipmentAndParts_108,OtherDurableConsumerGoods_109,Total_110,EnergyAndWater_111,MotorFuelAndOtherGoods_112,Total_113,Housing_114,AccommodationAndFoodServices_115,RecreationalAndCulturalServices_116,TransportAndCommunicationServices_117,MedicalServicesAndWelfare_118,FinancialAndBusinessServices_119,OtherServices_120,DomesticFinalConsumption_121,ConsumptionByResidentsAbroad_122,ConsumptionNonResidentsInNetherlands_123,Total_124,IndividualConsumptionByGovernment_125,CollectiveConsumptionByGovernment_126,TotalFinalConsumptionExpenditure_127,ActualIndividualConsumption_128,ActualCollectiveFinalConsumption_129,TotalGrossFixedCapitalFormation_130,Total_131,Dwellings_132,Total_133,BuildingsOtherThanDwellings_134,OtherStructures_135,CostsOfOwnershipTransferOfLand_136,TransportEquipment_137,Total_138,Computers_139,TelecommunicationEquipment_140,OtherMachineryAndEquipment_141,CultivatedBiologicalResources_142,Total_143,ComputerSoftwareAndDatabases_144,ResearchAndDevelopment_145,OtherIntellectualPropertyProducts_146,SalesOfUsedFixedAssets_147,TotalGrossFixedCapitalFormation_148,Total_149,AAgricultureForestryAndFishing_150,BFIndustryAndEnergy_151,GNCommercialServices_152,OUNoncommercialServices_153,SalesOfUsedFixedAssets_154,TotalExportsOfGoodsAndServices_155,AgricultureForestryFishingProducts_156,MiningAndQuarrying_157,FoodBeveragesAndTobaccoProducts_158,TextilesWearingApparelAndLeather_159,WoodAndPaperProductsAndPrinting_160,CokeAndRefinedPetroleumProducts_161,ChemicalAndPharmaceuticalProducts_162,RubberPlasticsAndOtherMinerals_163,BasicMetalsAndMetalProducts_164,MachineryAndElectricalEquipment_165,ComputerElectronicOpticalProducts_166,TransportEquipment_167,OtherManufacturedProductsIE_168,OtherProducts_169,ConsumptionNonResidentsInNetherlands_170,CifFobAdjustment_171,Total_172,ExportsOfGoodsFromProduction_173,ReExports_174,Total_175,ConsumptionNonResidentsInNetherlands_176,OtherExportsOfServices_177,CifFobAdjustment_178,TotalImportsOfGoodsAndServices_179,AgricultureForestryFishingProducts_180,MiningAndQuarrying_181,FoodBeveragesAndTobaccoProducts_182,TextilesWearingApparelAndLeather_183,WoodAndPaperProductsAndPrinting_184,CokeAndRefinedPetroleumProducts_185,ChemicalAndPharmaceuticalProducts_186,RubberPlasticsAndOtherMinerals_187,BasicMetalsAndMetalProducts_188,MachineryAndElectricalEquipment_189,ComputerElectronicOpticalProducts_190,TransportEquipment_191,OtherManufacturedProductsIE_192,OtherProducts_193,ConsumptionByResidentsAbroad_194,CifFobAdjustment_195,Total_196,ImportsOfGoodsCif_197,CifFobAdjustmentAndReclassification_198,Total_199,ImportOfServicesCif_200,CifFobReclassification_201,Total_202,TaxesOnProducts_203,OtherTaxesOnProduction_204,Total_205,SubsidiesOnProducts_206,OtherSubsidiesOnProduction_207
331,A045297,1999KW02,159919.0,104719.0,55200.0,40577.0,14623.0,159919.0,97906.0,75483.0,52894.0,22589.0,23981.0,20130.0,3851.0,-1558.0,62013.0,47150.0,14863.0,93912.0,23854.0,2404.0,16260.0,1218.0,13314.0,2495.0,323.0,1236.0,49.0,1880.0,1089.0,1501.0,1724.0,948.0,845.0,1224.0,1175.0,553.0,5190.0,49344.0,18852.0,12275.0,4619.0,1958.0,4228.0,6891.0,7255.0,12118.0,,,,2265.0,170.0,,20714.0,18709.0,12434.0,,,6275.0,2005.0,10807.0,11233.0,426.0,104719.0,58175.0,20230.0,10404.0,12176.0,1772.0,88809.0,15910.0,104719.0,104719.0,-632.0,18821.0,19453.0,104087.0,-1161.0,1038.0,2199.0,102926.0,75483.0,-14.0,27429.0,22423.0,5006.0,6573.0,240.0,-632.0,-1161.0,-14.0,5006.0,-283.0,241.0,524.0,3.0,4726.0,75483.0,52894.0,24716.0,7216.0,5496.0,1720.0,11730.0,2476.0,688.0,2559.0,1494.0,2913.0,1600.0,5770.0,1217.0,4553.0,27647.0,8150.0,3952.0,2069.0,2501.0,2200.0,5310.0,3465.0,52363.0,2225.0,1694.0,22589.0,13378.0,9211.0,75483.0,66272.0,9211.0,23981.0,24207.0,5731.0,5979.0,3527.0,2169.0,283.0,2087.0,1064.0,871.0,193.0,5528.0,228.0,3590.0,1907.0,1541.0,142.0,226.0,23981.0,24207.0,901.0,4626.0,14104.0,4576.0,226.0,62013.0,,,,,,,,,,,,,,,1694.0,-320.0,47150.0,28992.0,18158.0,14863.0,1694.0,13489.0,-320.0,55200.0,,,,,,,,,,,,,,,2225.0,-320.0,40577.0,41392.0,-815.0,14623.0,14128.0,495.0,12176.0,11233.0,943.0,1772.0,426.0,1346.0
332,A045297,1999KW03,160258.0,103155.0,57103.0,42039.0,15064.0,160258.0,97743.0,74103.0,53738.0,20365.0,22558.0,18623.0,3935.0,1082.0,62515.0,46881.0,15634.0,92371.0,24130.0,2618.0,16947.0,983.0,14196.0,2815.0,298.0,1186.0,33.0,2052.0,979.0,1606.0,2381.0,1024.0,745.0,1077.0,1080.0,688.0,4565.0,49367.0,18895.0,12119.0,4818.0,1958.0,3880.0,6939.0,7799.0,11854.0,,,,2476.0,277.0,,18874.0,16428.0,10614.0,,,5814.0,2446.0,10784.0,11164.0,380.0,103155.0,49666.0,27101.0,10456.0,12101.0,1645.0,87223.0,15932.0,103155.0,103155.0,-221.0,19268.0,19489.0,102934.0,-1407.0,1044.0,2451.0,101527.0,74103.0,-17.0,27407.0,23640.0,3767.0,4842.0,570.0,-221.0,-1407.0,-17.0,3767.0,-339.0,253.0,592.0,3.0,3431.0,74103.0,53738.0,23918.0,7071.0,5269.0,1802.0,11329.0,2323.0,670.0,2567.0,1528.0,2528.0,1713.0,5518.0,989.0,4529.0,28122.0,8527.0,4080.0,2202.0,2736.0,2366.0,5007.0,3204.0,52040.0,3742.0,2044.0,20365.0,12279.0,8086.0,74103.0,66017.0,8086.0,22558.0,22766.0,5583.0,5671.0,3081.0,2304.0,286.0,1870.0,1118.0,923.0,195.0,4751.0,28.0,3745.0,1882.0,1717.0,146.0,208.0,22558.0,22766.0,681.0,4072.0,13789.0,4224.0,208.0,62515.0,,,,,,,,,,,,,,,2044.0,-330.0,46881.0,27615.0,19266.0,15634.0,2044.0,13920.0,-330.0,57103.0,,,,,,,,,,,,,,,3742.0,-330.0,42039.0,42913.0,-874.0,15064.0,14520.0,544.0,12101.0,11164.0,937.0,1645.0,380.0,1265.0
333,A045297,1999KW04,173901.0,111162.0,62739.0,46940.0,15799.0,173901.0,104207.0,76302.0,53488.0,22814.0,26369.0,21849.0,4520.0,1536.0,69694.0,52651.0,17043.0,99099.0,25797.0,2591.0,17927.0,2130.0,14056.0,2763.0,294.0,1327.0,79.0,2132.0,939.0,1498.0,2081.0,905.0,784.0,1254.0,1101.0,640.0,5279.0,52536.0,20143.0,13857.0,4529.0,1757.0,4288.0,7406.0,7686.0,13013.0,,,,2586.0,84.0,,20766.0,18547.0,12437.0,,,6110.0,2219.0,12063.0,12439.0,376.0,111162.0,52510.0,31075.0,11618.0,13372.0,1754.0,95203.0,15959.0,111162.0,111162.0,-559.0,19170.0,19729.0,110603.0,-1456.0,1000.0,2456.0,109147.0,76302.0,-17.0,32828.0,27905.0,4923.0,5711.0,1244.0,-559.0,-1456.0,-17.0,4923.0,-130.0,269.0,399.0,3.0,4796.0,76302.0,53488.0,25546.0,7725.0,5886.0,1839.0,11612.0,2950.0,667.0,2956.0,1655.0,2018.0,1366.0,6209.0,1450.0,4759.0,27829.0,8721.0,3720.0,1859.0,2674.0,2208.0,5060.0,3587.0,53375.0,1630.0,1517.0,22814.0,13076.0,9738.0,76302.0,66564.0,9738.0,26369.0,26604.0,6601.0,6671.0,3805.0,2579.0,287.0,2119.0,1266.0,1070.0,196.0,5839.0,-62.0,4170.0,2163.0,1845.0,162.0,235.0,26369.0,26604.0,758.0,4928.0,15696.0,5222.0,235.0,69694.0,,,,,,,,,,,,,,,1517.0,-368.0,52651.0,31588.0,21063.0,17043.0,1517.0,15894.0,-368.0,62739.0,,,,,,,,,,,,,,,1630.0,-368.0,46940.0,47905.0,-965.0,15799.0,15202.0,597.0,13372.0,12439.0,933.0,1754.0,376.0,1378.0
334,A045297,1999JJ00,647154.0,420143.0,227011.0,169728.0,57283.0,647154.0,393825.0,297313.0,211203.0,86110.0,96071.0,80261.0,15810.0,441.0,253329.0,192325.0,61004.0,376540.0,98041.0,9827.0,68411.0,6529.0,54504.0,10222.0,1225.0,4886.0,236.0,8331.0,3991.0,6148.0,7611.0,3839.0,3223.0,4792.0,4871.0,2507.0,19803.0,199615.0,76443.0,50272.0,18922.0,7249.0,16237.0,28164.0,30159.0,48612.0,,,,9422.0,684.0,,78884.0,69892.0,46070.0,,,23822.0,8992.0,43603.0,45196.0,1593.0,420143.0,209646.0,104941.0,41908.0,48986.0,7078.0,356495.0,63648.0,420143.0,420143.0,-2662.0,75519.0,78181.0,417481.0,-5623.0,4170.0,9793.0,411858.0,297313.0,-64.0,114481.0,96512.0,17969.0,22597.0,3721.0,-2662.0,-5623.0,-64.0,17969.0,-862.0,1046.0,1908.0,12.0,17119.0,297313.0,211203.0,97942.0,28579.0,21765.0,6814.0,46054.0,10005.0,2580.0,10449.0,6013.0,10924.0,6083.0,23309.0,5411.0,17898.0,110969.0,33900.0,15313.0,8294.0,10258.0,8917.0,20736.0,13551.0,208911.0,8820.0,6528.0,86110.0,52030.0,34080.0,297313.0,263233.0,34080.0,96071.0,97195.0,23327.0,23624.0,13600.0,8893.0,1131.0,8186.0,4630.0,3852.0,778.0,21585.0,332.0,15511.0,7951.0,6943.0,617.0,1124.0,96071.0,97195.0,3118.0,18147.0,57590.0,18340.0,1124.0,253329.0,,,,,,,,,,,,,,,6528.0,-1335.0,192325.0,115032.0,77293.0,61004.0,6528.0,55811.0,-1335.0,227011.0,,,,,,,,,,,,,,,8820.0,-1335.0,169728.0,173166.0,-3438.0,57283.0,55180.0,2103.0,48986.0,45196.0,3790.0,7078.0,1593.0,5485.0
335,A045297,2000KW01,171633.0,109129.0,62504.0,49338.0,13166.0,171633.0,101944.0,77040.0,55124.0,21916.0,24787.0,21039.0,3748.0,117.0,69689.0,54877.0,14812.0,98553.0,26439.0,2471.0,18589.0,2900.0,13746.0,2090.0,330.0,1170.0,37.0,2464.0,1015.0,1750.0,1576.0,1182.0,852.0,1280.0,1267.0,676.0,5379.0,52381.0,19876.0,13150.0,4968.0,1758.0,4295.0,7494.0,8016.0,12700.0,,,,2273.0,166.0,,19733.0,17210.0,11199.0,,,6011.0,2523.0,10576.0,10966.0,390.0,109129.0,53769.0,28087.0,10072.0,12011.0,1939.0,91928.0,17201.0,109129.0,109129.0,-2329.0,23359.0,25688.0,106800.0,-1863.0,1037.0,2900.0,104937.0,77040.0,-11.0,27886.0,24904.0,2982.0,5539.0,1646.0,-2329.0,-1863.0,-11.0,2982.0,-83.0,378.0,461.0,-1.0,2898.0,77040.0,55124.0,25362.0,6812.0,5317.0,1495.0,12262.0,2361.0,601.0,2552.0,1518.0,3687.0,1543.0,6288.0,1692.0,4596.0,29751.0,9081.0,3876.0,2291.0,2644.0,2215.0,6108.0,3536.0,55113.0,1402.0,1391.0,21916.0,14342.0,7574.0,77040.0,69466.0,7574.0,24787.0,25125.0,6018.0,6515.0,3733.0,2419.0,363.0,1996.0,1029.0,830.0,199.0,5182.0,153.0,4232.0,2208.0,1882.0,142.0,338.0,24787.0,25125.0,845.0,4253.0,15181.0,4846.0,338.0,69689.0,,,,,,,,,,,,,,,1391.0,-316.0,54877.0,31760.0,23117.0,14812.0,1391.0,13737.0,-316.0,62504.0,,,,,,,,,,,,,,,1402.0,-316.0,49338.0,50109.0,-771.0,13166.0,12711.0,455.0,12011.0,10966.0,1045.0,1939.0,390.0,1549.0
336,A045297,2000KW02,179139.0,113173.0,65966.0,49645.0,16321.0,179139.0,105945.0,80741.0,56433.0,24308.0,26292.0,22208.0,4084.0,-1088.0,73194.0,56654.0,16540.0,101196.0,25795.0,2370.0,17727.0,1854.0,14252.0,2540.0,331.0,1259.0,112.0,2040.0,1088.0,1764.0,1927.0,1133.0,781.0,1277.0,1027.0,594.0,5698.0,53455.0,20397.0,13532.0,4728.0,2137.0,4711.0,7327.0,7818.0,13202.0,,,,2421.0,189.0,,21946.0,19798.0,13117.0,,,6681.0,2148.0,11977.0,12353.0,376.0,113173.0,62977.0,21225.0,11697.0,13357.0,1660.0,95899.0,17274.0,113173.0,113173.0,-183.0,31179.0,31362.0,112990.0,-1748.0,1030.0,2778.0,111242.0,80741.0,-9.0,30492.0,25204.0,5288.0,7009.0,219.0,-183.0,-1748.0,-9.0,5288.0,-297.0,319.0,616.0,-1.0,4990.0,80741.0,56433.0,25733.0,7438.0,5629.0,1809.0,12062.0,2566.0,746.0,2663.0,1634.0,2782.0,1671.0,6233.0,1230.0,5003.0,30139.0,8710.0,4282.0,2204.0,2874.0,2283.0,6049.0,3737.0,55872.0,2430.0,1869.0,24308.0,14584.0,9724.0,80741.0,71017.0,9724.0,26292.0,26524.0,6207.0,7169.0,4151.0,2657.0,361.0,2127.0,1206.0,1012.0,194.0,5680.0,187.0,3948.0,2095.0,1707.0,146.0,232.0,26292.0,26524.0,884.0,5116.0,15482.0,5042.0,232.0,73194.0,,,,,,,,,,,,,,,1869.0,-363.0,56654.0,33053.0,23601.0,16540.0,1869.0,15034.0,-363.0,65966.0,,,,,,,,,,,,,,,2430.0,-363.0,49645.0,50566.0,-921.0,16321.0,15763.0,558.0,13357.0,12353.0,1004.0,1660.0,376.0,1284.0
337,A045297,2000KW03,177391.0,111016.0,66375.0,49894.0,16481.0,177391.0,102641.0,78749.0,56820.0,21929.0,23592.0,19530.0,4062.0,300.0,74750.0,57470.0,17280.0,100201.0,25836.0,2814.0,18234.0,1581.0,14811.0,2687.0,296.0,1222.0,140.0,2218.0,950.0,1833.0,2480.0,1223.0,674.0,1088.0,1093.0,749.0,4788.0,54231.0,20700.0,13410.0,5175.0,2115.0,4364.0,7604.0,8428.0,13135.0,,,,2680.0,278.0,,20134.0,17523.0,11275.0,,,6248.0,2611.0,10815.0,11174.0,359.0,111016.0,53725.0,29456.0,10540.0,12173.0,1633.0,93721.0,17295.0,111016.0,111016.0,950.0,39884.0,38934.0,111966.0,-1795.0,1023.0,2818.0,110171.0,78749.0,-12.0,31410.0,23892.0,7518.0,7576.0,799.0,950.0,-1795.0,-12.0,7518.0,-360.0,337.0,697.0,-1.0,7157.0,78749.0,56820.0,25120.0,7271.0,5467.0,1804.0,11848.0,2541.0,754.0,2724.0,1660.0,2355.0,1814.0,6001.0,1135.0,4866.0,29961.0,8952.0,4331.0,2326.0,3052.0,2453.0,5382.0,3465.0,55081.0,3898.0,2159.0,21929.0,13497.0,8432.0,78749.0,70317.0,8432.0,23592.0,23783.0,6056.0,6194.0,3401.0,2438.0,355.0,1931.0,1151.0,961.0,190.0,4477.0,-26.0,4000.0,2089.0,1767.0,144.0,191.0,23592.0,23783.0,634.0,3951.0,14846.0,4352.0,191.0,74750.0,,,,,,,,,,,,,,,2159.0,-362.0,57470.0,32669.0,24801.0,17280.0,2159.0,15483.0,-362.0,66375.0,,,,,,,,,,,,,,,3898.0,-362.0,49894.0,50832.0,-938.0,16481.0,15905.0,576.0,12173.0,11174.0,999.0,1633.0,359.0,1274.0
338,A045297,2000KW04,191834.0,118873.0,72961.0,55205.0,17756.0,191834.0,109018.0,81461.0,56910.0,24551.0,27198.0,21974.0,5224.0,359.0,82816.0,63857.0,18959.0,106023.0,27790.0,2794.0,19379.0,2918.0,14670.0,2781.0,276.0,1322.0,241.0,1978.0,929.0,1638.0,2396.0,1128.0,728.0,1253.0,1096.0,695.0,5617.0,56243.0,21953.0,15053.0,4996.0,1904.0,4763.0,7245.0,8276.0,14006.0,,,,2688.0,78.0,,21990.0,19653.0,13168.0,,,6485.0,2337.0,12850.0,13225.0,375.0,118873.0,56326.0,32796.0,12423.0,14244.0,1821.0,101545.0,17328.0,118873.0,118873.0,-2021.0,32134.0,34155.0,116852.0,-1953.0,986.0,2939.0,114899.0,81461.0,-10.0,33428.0,27557.0,5871.0,8652.0,1203.0,-2021.0,-1953.0,-10.0,5871.0,-105.0,361.0,466.0,-1.0,5765.0,81461.0,56910.0,27425.0,8005.0,6120.0,1885.0,12457.0,3046.0,719.0,3104.0,1896.0,2220.0,1472.0,6963.0,1933.0,5030.0,29141.0,8936.0,4004.0,1992.0,2960.0,2293.0,5102.0,3854.0,56566.0,1960.0,1616.0,24551.0,14221.0,10330.0,81461.0,71131.0,10330.0,27198.0,27535.0,6964.0,7297.0,4073.0,2841.0,383.0,2455.0,1275.0,1092.0,183.0,5244.0,-84.0,4384.0,2324.0,1905.0,155.0,337.0,27198.0,27535.0,702.0,4624.0,16729.0,5480.0,337.0,82816.0,,,,,,,,,,,,,,,1616.0,-443.0,63857.0,37119.0,26738.0,18959.0,1616.0,17786.0,-443.0,72961.0,,,,,,,,,,,,,,,1960.0,-443.0,55205.0,56396.0,-1191.0,17756.0,17008.0,748.0,14244.0,13225.0,1019.0,1821.0,375.0,1446.0
339,A045297,2000JJ00,719997.0,452191.0,267806.0,204082.0,63724.0,719997.0,419548.0,317991.0,225287.0,92704.0,101869.0,84751.0,17118.0,-312.0,300449.0,232858.0,67591.0,405973.0,105860.0,10449.0,73929.0,9253.0,57479.0,10098.0,1233.0,4973.0,530.0,8700.0,3982.0,6985.0,8379.0,4666.0,3035.0,4898.0,4483.0,2714.0,21482.0,216310.0,82926.0,55145.0,19867.0,7914.0,18133.0,29670.0,32538.0,53043.0,,,,10062.0,711.0,,83803.0,74184.0,48759.0,,,25425.0,9619.0,46218.0,47718.0,1500.0,452191.0,226797.0,111564.0,44732.0,51785.0,7053.0,383093.0,69098.0,452191.0,452191.0,-3583.0,126556.0,130139.0,448608.0,-7359.0,4076.0,11435.0,441249.0,317991.0,-42.0,123216.0,101557.0,21659.0,28776.0,3867.0,-3583.0,-7359.0,-42.0,21659.0,-845.0,1395.0,2240.0,-4.0,20810.0,317991.0,225287.0,103640.0,29526.0,22533.0,6993.0,48629.0,10514.0,2820.0,11043.0,6708.0,11044.0,6500.0,25485.0,5990.0,19495.0,118992.0,35679.0,16493.0,8813.0,11530.0,9244.0,22641.0,14592.0,222632.0,9690.0,7035.0,92704.0,56644.0,36060.0,317991.0,281931.0,36060.0,101869.0,102967.0,25245.0,27175.0,15358.0,10355.0,1462.0,8509.0,4661.0,3895.0,766.0,20583.0,230.0,16564.0,8716.0,7261.0,587.0,1098.0,101869.0,102967.0,3065.0,17944.0,62238.0,19720.0,1098.0,300449.0,,,,,,,,,,,,,,,7035.0,-1484.0,232858.0,134601.0,98257.0,67591.0,7035.0,62040.0,-1484.0,267806.0,,,,,,,,,,,,,,,9690.0,-1484.0,204082.0,207903.0,-3821.0,63724.0,61387.0,2337.0,51785.0,47718.0,4067.0,7053.0,1500.0,5553.0
340,A045297,2001KW01,185851.0,118367.0,67484.0,52853.0,14631.0,185851.0,108936.0,81736.0,57861.0,23875.0,26170.0,21915.0,4255.0,1030.0,76915.0,61025.0,15890.0,105819.0,29449.0,2417.0,21260.0,4252.0,15049.0,2319.0,317.0,1274.0,300.0,2982.0,1020.0,1762.0,1537.0,1182.0,1003.0,1353.0,1224.0,735.0,5772.0,54984.0,21565.0,14357.0,5309.0,1899.0,4849.0,7942.0,6545.0,14083.0,,,,2391.0,172.0,,21386.0,18700.0,12013.0,,,6687.0,2686.0,12548.0,12819.0,271.0,118367.0,56774.0,31026.0,12005.0,13949.0,1944.0,99805.0,18562.0,118367.0,118367.0,-3313.0,26657.0,29970.0,115054.0,-1873.0,1120.0,2993.0,113181.0,81736.0,-15.0,31430.0,27200.0,4230.0,8172.0,1259.0,-3313.0,-1873.0,-15.0,4230.0,71.0,314.0,243.0,5.0,4306.0,81736.0,57861.0,26902.0,7402.0,5736.0,1666.0,12287.0,2510.0,649.0,2684.0,1693.0,3166.0,1585.0,7213.0,2448.0,4765.0,30888.0,9534.0,4141.0,2436.0,3092.0,2467.0,5305.0,3913.0,57790.0,1520.0,1449.0,23875.0,15517.0,8358.0,81736.0,73378.0,8358.0,26170.0,26800.0,6548.0,6931.0,4023.0,2585.0,323.0,2175.0,1069.0,891.0,178.0,5269.0,129.0,4679.0,2372.0,2201.0,106.0,630.0,26170.0,26800.0,875.0,4729.0,16033.0,5163.0,630.0,76915.0,,,,,,,,,,,,,,,1449.0,-420.0,61025.0,34489.0,26536.0,15890.0,1449.0,14861.0,-420.0,67484.0,,,,,,,,,,,,,,,1520.0,-420.0,52853.0,53944.0,-1091.0,14631.0,13960.0,671.0,13949.0,12819.0,1130.0,1944.0,271.0,1673.0
341,A045297,2001KW02,190301.0,121698.0,68603.0,50811.0,17792.0,190301.0,113301.0,86144.0,59718.0,26426.0,27695.0,23197.0,4498.0,-538.0,77000.0,59234.0,17766.0,108482.0,27994.0,2280.0,19560.0,2478.0,15499.0,2718.0,313.0,1382.0,410.0,2465.0,1118.0,1759.0,1884.0,1178.0,924.0,1348.0,938.0,645.0,6154.0,56642.0,22064.0,14665.0,5121.0,2278.0,5407.0,8129.0,6442.0,14600.0,,,,2533.0,186.0,,23846.0,21556.0,14094.0,,,7462.0,2290.0,13216.0,13476.0,260.0,121698.0,66538.0,23630.0,12891.0,14585.0,1694.0,103059.0,18639.0,121698.0,121698.0,-2279.0,24068.0,26347.0,119419.0,-1798.0,1011.0,2809.0,117621.0,86144.0,-9.0,31468.0,27157.0,4311.0,8423.0,-26.0,-2279.0,-1798.0,-9.0,4311.0,-37.0,278.0,315.0,6.0,4280.0,86144.0,59718.0,27661.0,7932.0,5956.0,1976.0,12769.0,2722.0,822.0,2872.0,1806.0,2752.0,1795.0,6960.0,1695.0,5265.0,31360.0,8960.0,4565.0,2407.0,3397.0,2575.0,5291.0,4165.0,59021.0,2729.0,2032.0,26426.0,16071.0,10355.0,86144.0,75789.0,10355.0,27695.0,28044.0,7002.0,7728.0,4488.0,2906.0,334.0,2118.0,1232.0,1059.0,173.0,5329.0,289.0,4346.0,2258.0,1874.0,214.0,349.0,27695.0,28044.0,1034.0,4939.0,16532.0,5539.0,349.0,77000.0,,,,,,,,,,,,,,,2032.0,-407.0,59234.0,34806.0,24428.0,17766.0,2032.0,16141.0,-407.0,68603.0,,,,,,,,,,,,,,,2729.0,-407.0,50811.0,51860.0,-1049.0,17792.0,17150.0,642.0,14585.0,13476.0,1109.0,1694.0,260.0,1434.0
342,A045297,2001KW03,184891.0,117722.0,67169.0,49744.0,17425.0,184891.0,110127.0,83737.0,59814.0,23923.0,24556.0,19936.0,4620.0,1834.0,74764.0,56661.0,18103.0,105326.0,27259.0,3111.0,18790.0,1810.0,15144.0,2815.0,280.0,1278.0,328.0,2367.0,993.0,1710.0,2250.0,1220.0,780.0,1123.0,1032.0,804.0,5358.0,56224.0,21912.0,14402.0,5320.0,2190.0,4882.0,7907.0,6880.0,14643.0,,,,2896.0,324.0,,21843.0,19053.0,12071.0,,,6982.0,2790.0,12396.0,12683.0,287.0,117722.0,56729.0,30249.0,12077.0,13801.0,1724.0,99055.0,18667.0,117722.0,117722.0,-2074.0,33429.0,35503.0,115648.0,-1968.0,1034.0,3002.0,113680.0,83737.0,-15.0,29928.0,26390.0,3538.0,6917.0,678.0,-2074.0,-1968.0,-15.0,3538.0,-72.0,287.0,359.0,5.0,3471.0,83737.0,59814.0,26896.0,7692.0,5720.0,1972.0,12713.0,2686.0,824.0,2843.0,1868.0,2597.0,1895.0,6491.0,1442.0,5049.0,31161.0,9252.0,4485.0,2532.0,3548.0,2725.0,4838.0,3781.0,58057.0,4008.0,2251.0,23923.0,14733.0,9190.0,83737.0,74547.0,9190.0,24556.0,24817.0,6557.0,6744.0,3677.0,2768.0,299.0,1901.0,1141.0,972.0,169.0,4363.0,-90.0,4201.0,2168.0,1832.0,201.0,261.0,24556.0,24817.0,609.0,4055.0,15367.0,4786.0,261.0,74764.0,,,,,,,,,,,,,,,2251.0,-368.0,56661.0,31916.0,24745.0,18103.0,2251.0,16220.0,-368.0,67169.0,,,,,,,,,,,,,,,4008.0,-368.0,49744.0,50690.0,-946.0,17425.0,16847.0,578.0,13801.0,12683.0,1118.0,1724.0,287.0,1437.0
